path,extension,bytes,encoding,line_count,categories,score_total,coverage,edge_cases,errors,data_integrity,deployment
gsd/get-shit-done-main/.changeset/sturdy-moles-bark.md,.md,457,utf-8-sig,6,kafka,3,3,0,0,0,0
gsd/get-shit-done-main/.changeset/sturdy-otters-purr.md,.md,659,utf-8-sig,6,ui;verification,11,6,5,0,0,0
gsd/get-shit-done-main/.changeset/sturdy-pandas-rest.md,.md,1220,utf-8-sig,6,ui;sql;data_feed,27,9,0,4,8,6
gsd/get-shit-done-main/.changeset/sturdy-rams-caper.md,.md,338,utf-8-sig,6,ui,8,3,0,0,0,5
gsd/get-shit-done-main/.changeset/sturdy-rams-forage.md,.md,189,utf-8-sig,6,uncategorized,9,0,5,0,4,0
gsd/get-shit-done-main/.changeset/sturdy-sloths-hum.md,.md,271,utf-8-sig,6,data_feed,3,3,0,0,0,0
gsd/get-shit-done-main/.changeset/sturdy-wolves-frolic.md,.md,276,utf-8-sig,6,verification,3,3,0,0,0,0
gsd/get-shit-done-main/.changeset/sturdy-wolves-glide.md,.md,253,utf-8-sig,6,uncategorized,0,0,0,0,0,0
gsd/get-shit-done-main/.changeset/sunny-dogs-frolic.md,.md,391,utf-8-sig,6,ui;verification,17,6,0,11,0,0
gsd/get-shit-done-main/.changeset/sunny-ibex-wave.md,.md,332,utf-8-sig,6,uncategorized,0,0,0,0,0,0
gsd/get-shit-done-main/.changeset/sunny-pandas-dance.md,.md,906,utf-8-sig,6,performance,11,3,0,4,4,0
gsd/get-shit-done-main/.changeset/swift-coyotes-document.md,.md,442,utf-8-sig,6,ui;verification,6,6,0,0,0,0
gsd/get-shit-done-main/.changeset/swift-otter-pebble.md,.md,649,utf-8-sig,6,visualization,3,3,0,0,0,0
gsd/get-shit-done-main/.changeset/tidy-finches-caper.md,.md,283,utf-8-sig,6,uncategorized,0,0,0,0,0,0
gsd/get-shit-done-main/.changeset/tidy-herons-dance.md,.md,213,utf-8-sig,6,sql,3,3,0,0,0,0
gsd/get-shit-done-main/.changeset/tidy-tigers-dance.md,.md,521,utf-8-sig,6,sql,12,3,5,0,4,0
gsd/get-shit-done-main/.changeset/tidy-tunas-zip.md,.md,252,utf-8-sig,6,sql,3,3,0,0,0,0
gsd/get-shit-done-main/.changeset/tidy-voles-rally.md,.md,550,utf-8-sig,6,verification,13,3,0,7,0,3
gsd/get-shit-done-main/.changeset/typed-rivers-flow.md,.md,633,utf-8-sig,6,ui;visualization;verification,25,9,5,8,0,3
gsd/get-shit-done-main/.changeset/update-banner-opt-in.md,.md,431,utf-8-sig,6,performance,15,3,0,7,0,5
gsd/get-shit-done-main/.changeset/verifier-debt-gate.md,.md,593,utf-8-sig,8,frontend;ui;verification,14,9,5,0,0,0
gsd/get-shit-done-main/.changeset/vivid-foxes-romp.md,.md,301,utf-8-sig,6,sql,17,3,0,4,7,3
gsd/get-shit-done-main/.changeset/windows-npm-shell-fix.md,.md,462,utf-8-sig,7,sql,21,3,8,7,0,3
gsd/get-shit-done-main/.changeset/wise-foxes-romp.md,.md,284,utf-8-sig,6,uncategorized,0,0,0,0,0,0
gsd/get-shit-done-main/.changeset/wise-koalas-climb.md,.md,192,utf-8-sig,6,ui;verification,10,6,0,4,0,0
gsd/get-shit-done-main/.changeset/wise-mice-cheer.md,.md,214,utf-8-sig,6,ui;verification,10,6,0,4,0,0
gsd/get-shit-done-main/.changeset/wise-rams-gather.md,.md,353,utf-8-sig,6,backend,3,3,0,0,0,0
gsd/get-shit-done-main/.changeset/witty-geese-purr.md,.md,448,utf-8-sig,6,frontend,8,3,5,0,0,0
gsd/get-shit-done-main/.changeset/witty-hawks-jump.md,.md,256,utf-8-sig,6,uncategorized,0,0,0,0,0,0
gsd/get-shit-done-main/.changeset/witty-newts-greet.md,.md,231,utf-8-sig,6,verification,8,3,5,0,0,0
gsd/get-shit-done-main/.changeset/witty-wasps-hum.md,.md,297,utf-8-sig,6,uncategorized,4,0,0,0,4,0
gsd/get-shit-done-main/.changeset/zesty-eagles-fly.md,.md,242,utf-8-sig,6,ui;visualization,6,6,0,0,0,0
gsd/get-shit-done-main/.changeset/zesty-goats-dart.md,.md,493,utf-8-sig,6,backend;sql,11,6,5,0,0,0
gsd/get-shit-done-main/.changeset/zesty-jays-wake.md,.md,246,utf-8-sig,6,backend;ui,11,6,5,0,0,0
gsd/get-shit-done-main/.changeset/zesty-moles-forage.md,.md,190,utf-8-sig,6,verification,7,3,0,4,0,0
gsd/get-shit-done-main/.changeset/zesty-ravens-rest.md,.md,218,utf-8-sig,6,backend,8,3,5,0,0,0
gsd/get-shit-done-main/.coderabbit.yaml,.yaml,1683,utf-8-sig,37,ui;sql;verification;security,29,12,5,0,7,5
gsd/get-shit-done-main/.github/dependabot.yml,.yml,496,utf-8-sig,26,uncategorized,6,0,0,0,0,6
gsd/get-shit-done-main/.github/FUNDING.yml,.yml,22,utf-8-sig,2,uncategorized,0,0,0,0,0,0
gsd/get-shit-done-main/.github/ISSUE_TEMPLATE/bug_report.yml,.yml,7603,utf-8-sig,235,backend;ui;renderer;verification,44,12,16,8,0,8
gsd/get-shit-done-main/.github/ISSUE_TEMPLATE/chore.yml,.yml,3982,utf-8-sig,119,backend;ui;data_feed;hosting_vercel_aws;verification,25,15,0,0,0,10
gsd/get-shit-done-main/.github/ISSUE_TEMPLATE/config.yml,.yml,587,utf-8-sig,12,backend;ui;verification,21,9,5,7,0,0
gsd/get-shit-done-main/.github/ISSUE_TEMPLATE/docs_issue.yml,.yml,1174,utf-8-sig,48,frontend;ui;verification,9,9,0,0,0,0
gsd/get-shit-done-main/.github/ISSUE_TEMPLATE/enhancement.yml,.yml,6612,utf-8-sig,161,frontend;ui;verification,31,9,8,4,0,10
gsd/get-shit-done-main/.github/ISSUE_TEMPLATE/feature_request.yml,.yml,10603,utf-8-sig,251,frontend;backend;ui;sql;data_feed;verification,69,18,15,15,11,10
gsd/get-shit-done-main/.github/pull_request_template.md,.md,1996,utf-8-sig,42,ui;verification,25,6,12,4,0,3
gsd/get-shit-done-main/.github/PULL_REQUEST_TEMPLATE/enhancement.md,.md,3425,utf-8-sig,102,frontend;backend;ui;verification,34,12,5,4,4,9
gsd/get-shit-done-main/.github/PULL_REQUEST_TEMPLATE/feature.md,.md,4541,utf-8-sig,133,frontend;ui;sql;renderer;verification,52,15,10,10,8,9
gsd/get-shit-done-main/.github/PULL_REQUEST_TEMPLATE/fix.md,.md,1945,utf-8-sig,75,frontend;ui;verification,25,9,8,0,0,8
gsd/get-shit-done-main/.github/workflows/auto-branch.yml,.yml,2784,utf-8-sig,86,backend;visualization;hosting_vercel_aws;performance,35,12,8,8,0,7
gsd/get-shit-done-main/.github/workflows/auto-label-issues.yml,.yml,518,utf-8-sig,22,backend;sql;visualization;verification;security,15,15,0,0,0,0
gsd/get-shit-done-main/.github/workflows/branch-cleanup.yml,.yml,4435,utf-8-sig,124,frontend;backend;sql;visualization;hosting_vercel_aws;verification;performance,49,22,12,8,0,7
gsd/get-shit-done-main/.github/workflows/branch-naming.yml,.yml,1306,utf-8-sig,39,visualization;verification;performance,28,9,10,4,0,5
gsd/get-shit-done-main/.github/workflows/canary.yml,.yml,6144,utf-8-sig,158,backend;ui;sql;data_feed;hosting_vercel_aws;verification;security;performance,59,25,13,12,0,9
gsd/get-shit-done-main/.github/workflows/changeset-required.yml,.yml,518,utf-8-sig,25,backend;ui,6,6,0,0,0,0
gsd/get-shit-done-main/.github/workflows/close-draft-prs.yml,.yml,2031,utf-8-sig,52,backend;ui;verification,9,9,0,0,0,0
gsd/get-shit-done-main/.github/workflows/dismiss-unauthorized-pr-approvals.yml,.yml,6795,utf-8-sig,174,frontend;backend;sql;renderer;data_feed;visualization;hosting_vercel_aws;security;performance,59,28,8,15,0,8
gsd/get-shit-done-main/.github/workflows/docs-required.yml,.yml,516,utf-8-sig,25,backend;ui,6,6,0,0,0,0
gsd/get-shit-done-main/.github/workflows/hotfix.yml,.yml,19863,utf-8-sig,496,frontend;backend;ui;sql;data_feed;hosting_vercel_aws;verification;security;performance,77,28,20,15,4,10
gsd/get-shit-done-main/.github/workflows/install-smoke.yml,.yml,12559,utf-8-sig,318,backend;ui;sql;data_feed;hosting_vercel_aws;verification;performance,62,22,15,15,0,10
gsd/get-shit-done-main/.github/workflows/pr-gate.yml,.yml,2269,utf-8-sig,68,backend;hosting_vercel_aws;performance,31,9,5,10,0,7
gsd/get-shit-done-main/.github/workflows/pr-template-format.yml,.yml,5236,utf-8-sig,118,frontend;backend;ui;sql;hosting_vercel_aws;security;performance,44,22,5,10,0,7
gsd/get-shit-done-main/.github/workflows/release-sdk.yml,.yml,37330,utf-8-sig,791,frontend;backend;ui;sql;data_feed;hosting_vercel_aws;verification;security;performance,83,28,20,15,10,10
gsd/get-shit-done-main/.github/workflows/release.yml,.yml,17941,utf-8-sig,470,frontend;backend;ui;sql;hosting_vercel_aws;verification;security;performance,70,25,20,15,0,10
gsd/get-shit-done-main/.github/workflows/require-issue-link.yml,.yml,2420,utf-8-sig,60,backend;ui,13,6,0,7,0,0
gsd/get-shit-done-main/.github/workflows/security-scan.yml,.yml,1942,utf-8-sig,63,hosting_vercel_aws;security,24,6,5,8,0,5
gsd/get-shit-done-main/.github/workflows/stale.yml,.yml,2468,utf-8-sig,59,frontend;ui;hosting_vercel_aws;verification;performance,35,15,8,7,0,5
gsd/get-shit-done-main/.github/workflows/test.yml,.yml,8908,utf-8-sig,234,backend;ui;sql;data_feed;hosting_vercel_aws;verification;security;performance,69,25,12,15,7,10
gsd/get-shit-done-main/.out-of-scope/agent-template-rendering.md,.md,5174,utf-8-sig,105,backend;ui;sql;renderer;kafka,65,15,18,12,10,10
gsd/get-shit-done-main/.out-of-scope/temporal-context.md,.md,2809,utf-8-sig,57,backend;ui;sql;verification;security,37,15,10,0,4,8
gsd/get-shit-done-main/.plans/1755-install-audit-fix.md,.md,2249,utf-8-sig,47,sql;data_feed;hosting_vercel_aws;verification;performance,41,15,10,7,4,5
gsd/get-shit-done-main/AGENTS.md,.md,3078,utf-8-sig,42,frontend;backend;ui;data_feed;verification;security,38,18,10,0,0,10
gsd/get-shit-done-main/agents/gsd-advisor-researcher.md,.md,5343,utf-8-sig,128,frontend;backend;ui;sql;visualization;kafka;verification;performance,53,25,13,7,0,8
gsd/get-shit-done-main/agents/gsd-ai-researcher.md,.md,6661,utf-8-sig,134,frontend;backend;ui;sql;data_feed;visualization;data_provider;verification,62,25,13,10,4,10
gsd/get-shit-done-main/agents/gsd-assumptions-analyzer.md,.md,4489,utf-8-sig,106,frontend;backend;ui;visualization;kafka,38,15,13,0,0,10
gsd/get-shit-done-main/agents/gsd-code-fixer.md,.md,32031,utf-8-sig,669,frontend;backend;ui;sql;data_feed;verification;security;performance,83,25,20,15,13,10
gsd/get-shit-done-main/agents/gsd-code-reviewer.md,.md,16776,utf-8-sig,388,frontend;backend;ui;sql;data_feed;visualization;kafka;verification;security;performance,87,31,20,15,11,10
gsd/get-shit-done-main/agents/gsd-codebase-mapper.md,.md,21388,utf-8-sig,854,frontend;backend;ui;sql;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,88,34,20,13,11,10
gsd/get-shit-done-main/agents/gsd-debug-session-manager.md,.md,9683,utf-8-sig,315,frontend;backend;ui;sql;visualization;verification;security;performance,62,25,13,14,0,10
gsd/get-shit-done-main/agents/gsd-debugger.md,.md,46783,utf-8-sig,1453,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,83,34,20,15,4,10
gsd/get-shit-done-main/agents/gsd-doc-classifier.md,.md,7629,utf-8-sig,169,backend;ui;sql;data_feed;security;performance,53,18,12,0,13,10
gsd/get-shit-done-main/agents/gsd-doc-synthesizer.md,.md,9722,utf-8-sig,205,frontend;backend;ui;sql;data_feed;visualization;kafka;verification;security;performance,61,31,10,0,10,10
gsd/get-shit-done-main/agents/gsd-doc-verifier.md,.md,12403,utf-8-sig,218,frontend;backend;ui;sql;data_feed;verification;performance,63,22,12,15,4,10
gsd/get-shit-done-main/agents/gsd-doc-writer.md,.md,38059,utf-8-sig,616,frontend;backend;ui;sql;data_feed;visualization;hosting_vercel_aws;kafka;verification;security;performance,87,34,20,15,8,10
gsd/get-shit-done-main/agents/gsd-domain-researcher.md,.md,6144,utf-8-sig,154,frontend;backend;ui;sql;renderer;data_feed;hosting_vercel_aws;verification,69,25,15,15,4,10
gsd/get-shit-done-main/agents/gsd-eval-auditor.md,.md,7765,utf-8-sig,192,frontend;backend;ui;sql;data_feed;hosting_vercel_aws;verification;performance,57,25,15,7,0,10
gsd/get-shit-done-main/agents/gsd-eval-planner.md,.md,7010,utf-8-sig,155,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;performance,86,34,20,15,7,10
gsd/get-shit-done-main/agents/gsd-executor.md,.md,36458,utf-8-sig,775,frontend;backend;ui;sql;renderer;data_feed;visualization;verification;security;performance,84,31,20,15,8,10
gsd/get-shit-done-main/agents/gsd-framework-selector.md,.md,6788,utf-8-sig,161,frontend;backend;ui;sql;data_feed;data_provider;verification,62,22,16,4,12,8
gsd/get-shit-done-main/agents/gsd-integration-checker.md,.md,15141,utf-8-sig,471,frontend;backend;ui;sql;renderer;data_feed;visualization;kafka;data_provider;verification;security;performance,79,37,20,12,0,10
gsd/get-shit-done-main/agents/gsd-intel-updater.md,.md,12833,utf-8-sig,343,frontend;backend;ui;sql;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,83,34,17,15,7,10
gsd/get-shit-done-main/agents/gsd-nyquist-auditor.md,.md,7248,utf-8-sig,204,frontend;backend;ui;data_feed;visualization;verification;performance,62,22,15,15,0,10
gsd/get-shit-done-main/agents/gsd-pattern-mapper.md,.md,12488,utf-8-sig,336,frontend;backend;ui;sql;data_feed;visualization;kafka;data_provider;verification;security;performance,86,34,15,15,12,10
gsd/get-shit-done-main/agents/gsd-phase-researcher.md,.md,37266,utf-8-sig,928,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;kafka;data_provider;verification;security;performance,100,40,20,15,15,10
gsd/get-shit-done-main/agents/gsd-plan-checker.md,.md,36076,utf-8-sig,979,frontend;backend;ui;sql;renderer;data_feed;visualization;kafka;data_provider;verification;security;performance,95,37,20,15,13,10
gsd/get-shit-done-main/agents/gsd-planner.md,.md,49350,utf-8-sig,1279,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;kafka;data_provider;verification;security;performance,100,40,20,15,15,10
gsd/get-shit-done-main/agents/gsd-project-researcher.md,.md,18517,utf-8-sig,678,frontend;backend;ui;sql;renderer;data_feed;visualization;kafka;verification;security;performance,69,34,13,8,4,10
gsd/get-shit-done-main/agents/gsd-research-synthesizer.md,.md,7244,utf-8-sig,248,frontend;ui;sql;data_feed;visualization;kafka;performance,37,22,10,0,0,5
gsd/get-shit-done-main/agents/gsd-roadmapper.md,.md,19131,utf-8-sig,689,frontend;backend;ui;sql;data_feed;visualization;kafka;verification;security;performance,76,31,20,4,11,10
gsd/get-shit-done-main/agents/gsd-security-auditor.md,.md,6222,utf-8-sig,156,frontend;backend;ui;visualization;verification;security;performance,45,22,8,7,0,8
gsd/get-shit-done-main/agents/gsd-ui-auditor.md,.md,17157,utf-8-sig,496,frontend;backend;ui;sql;renderer;data_feed;visualization;data_provider;verification;performance,76,31,20,15,0,10
gsd/get-shit-done-main/agents/gsd-ui-checker.md,.md,11086,utf-8-sig,310,frontend;ui;sql;data_feed;visualization;data_provider;verification;performance,62,25,17,10,0,10
gsd/get-shit-done-main/agents/gsd-ui-researcher.md,.md,13910,utf-8-sig,381,frontend;backend;ui;sql;renderer;data_feed;visualization;kafka;data_provider;verification;security;performance,83,37,20,12,4,10
gsd/get-shit-done-main/agents/gsd-user-profiler.md,.md,8527,utf-8-sig,172,frontend;backend;ui;sql;data_feed;hosting_vercel_aws;security;performance,72,25,12,10,15,10
gsd/get-shit-done-main/agents/gsd-verifier.md,.md,35730,utf-8-sig,918,frontend;backend;ui;sql;renderer;data_feed;visualization;verification;performance,84,28,20,15,11,10
gsd/get-shit-done-main/CHANGELOG.md,.md,196824,utf-8-sig,2944,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;data_provider;verification;security;performance,97,37,20,15,15,10
gsd/get-shit-done-main/commands/gsd/add-tests.md,.md,1308,utf-8-sig,43,verification,17,3,8,0,0,6
gsd/get-shit-done-main/commands/gsd/ai-integration-phase.md,.md,1018,utf-8-sig,38,ui;renderer;verification,9,9,0,0,0,0
gsd/get-shit-done-main/commands/gsd/audit-fix.md,.md,938,utf-8-sig,35,verification,15,3,12,0,0,0
gsd/get-shit-done-main/commands/gsd/audit-milestone.md,.md,1156,utf-8-sig,38,ui;verification,11,6,5,0,0,0
gsd/get-shit-done-main/commands/gsd/audit-uat.md,.md,610,utf-8-sig,25,verification,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/autonomous.md,.md,1863,utf-8-sig,47,ui;sql;visualization;verification,18,12,0,0,0,6
gsd/get-shit-done-main/commands/gsd/capture.md,.md,2289,utf-8-sig,63,frontend;sql,15,6,5,0,4,0
gsd/get-shit-done-main/commands/gsd/cleanup.md,.md,599,utf-8-sig,25,ui,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/code-review.md,.md,2790,utf-8-sig,60,ui;data_feed;security,35,9,12,7,0,7
gsd/get-shit-done-main/commands/gsd/complete-milestone.md,.md,5013,utf-8-sig,144,ui;visualization;verification;performance,18,12,0,0,0,6
gsd/get-shit-done-main/commands/gsd/config.md,.md,2603,utf-8-sig,59,backend;verification;performance,20,9,0,8,0,3
gsd/get-shit-done-main/commands/gsd/debug.md,.md,1716,utf-8-sig,53,sql,17,3,5,0,0,9
gsd/get-shit-done-main/commands/gsd/discuss-phase.md,.md,3210,utf-8-sig,77,ui;sql;data_feed;performance,25,12,5,0,0,8
gsd/get-shit-done-main/commands/gsd/docs-update.md,.md,2191,utf-8-sig,50,ui;verification,9,6,0,0,0,3
gsd/get-shit-done-main/commands/gsd/eval-review.md,.md,823,utf-8-sig,34,ui,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/execute-phase.md,.md,2933,utf-8-sig,65,ui;verification,17,6,5,0,0,6
gsd/get-shit-done-main/commands/gsd/explore.md,.md,708,utf-8-sig,28,ui;security,6,6,0,0,0,0
gsd/get-shit-done-main/commands/gsd/extract-learnings.md,.md,732,utf-8-sig,24,ui;verification,11,6,0,0,0,5
gsd/get-shit-done-main/commands/gsd/fast.md,.md,856,utf-8-sig,32,ui,8,3,5,0,0,0
gsd/get-shit-done-main/commands/gsd/forensics.md,.md,2283,utf-8-sig,58,backend;ui;visualization;verification,27,12,0,8,0,7
gsd/get-shit-done-main/commands/gsd/graphify.md,.md,8165,utf-8-sig,200,backend;ui;sql;renderer;visualization;hosting_vercel_aws;verification;security;performance,71,28,20,13,0,10
gsd/get-shit-done-main/commands/gsd/health.md,.md,1255,utf-8-sig,32,sql,12,3,5,0,4,0
gsd/get-shit-done-main/commands/gsd/help.md,.md,840,utf-8-sig,29,kafka,8,3,0,0,0,5
gsd/get-shit-done-main/commands/gsd/import.md,.md,1325,utf-8-sig,42,ui;data_feed,15,6,0,0,4,5
gsd/get-shit-done-main/commands/gsd/inbox.md,.md,1394,utf-8-sig,40,ui,7,3,0,4,0,0
gsd/get-shit-done-main/commands/gsd/ingest-docs.md,.md,2105,utf-8-sig,43,ui;data_feed;visualization,18,9,0,0,4,5
gsd/get-shit-done-main/commands/gsd/manager.md,.md,1660,utf-8-sig,46,ui;visualization,23,6,10,0,0,7
gsd/get-shit-done-main/commands/gsd/map-codebase.md,.md,3514,utf-8-sig,84,ui;sql;visualization;verification;performance,30,15,5,4,0,6
gsd/get-shit-done-main/commands/gsd/milestone-summary.md,.md,1829,utf-8-sig,52,ui;visualization;verification,12,9,0,0,0,3
gsd/get-shit-done-main/commands/gsd/mvp-phase.md,.md,1875,utf-8-sig,46,frontend;backend;ui;visualization,17,12,0,0,0,5
gsd/get-shit-done-main/commands/gsd/new-milestone.md,.md,1670,utf-8-sig,46,ui;visualization,6,6,0,0,0,0
gsd/get-shit-done-main/commands/gsd/new-project.md,.md,1612,utf-8-sig,48,ui;visualization,6,6,0,0,0,0
gsd/get-shit-done-main/commands/gsd/ns-context.md,.md,811,utf-8-sig,24,ui;sql;visualization,14,9,5,0,0,0
gsd/get-shit-done-main/commands/gsd/ns-ideate.md,.md,850,utf-8-sig,25,frontend;ui;verification,9,9,0,0,0,0
gsd/get-shit-done-main/commands/gsd/ns-manage.md,.md,1100,utf-8-sig,30,data_feed;verification,6,6,0,0,0,0
gsd/get-shit-done-main/commands/gsd/ns-project.md,.md,696,utf-8-sig,23,frontend,6,3,0,0,0,3
gsd/get-shit-done-main/commands/gsd/ns-review.md,.md,988,utf-8-sig,27,ui;verification;security,16,9,0,7,0,0
gsd/get-shit-done-main/commands/gsd/ns-workflow.md,.md,1131,utf-8-sig,29,frontend;ui;verification,9,9,0,0,0,0
gsd/get-shit-done-main/commands/gsd/pause-work.md,.md,1152,utf-8-sig,44,frontend;ui,9,6,0,0,0,3
gsd/get-shit-done-main/commands/gsd/phase.md,.md,2135,utf-8-sig,57,ui;visualization,12,6,0,0,0,6
gsd/get-shit-done-main/commands/gsd/plan-phase.md,.md,3811,utf-8-sig,63,frontend;backend;ui;data_feed;visualization;verification,30,18,5,4,0,3
gsd/get-shit-done-main/commands/gsd/plan-review-convergence.md,.md,3141,utf-8-sig,60,backend;ui;data_feed,28,9,16,0,0,3
gsd/get-shit-done-main/commands/gsd/pr-branch.md,.md,709,utf-8-sig,27,ui,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/profile-user.md,.md,1626,utf-8-sig,47,ui,13,3,0,7,0,3
gsd/get-shit-done-main/commands/gsd/progress.md,.md,2263,utf-8-sig,47,frontend;ui,13,6,0,0,7,0
gsd/get-shit-done-main/commands/gsd/quick.md,.md,7349,utf-8-sig,175,frontend;backend;ui;sql;visualization;verification;security,49,22,17,0,0,10
gsd/get-shit-done-main/commands/gsd/resume-work.md,.md,695,utf-8-sig,31,backend,6,3,0,0,0,3
gsd/get-shit-done-main/commands/gsd/review-backlog.md,.md,1899,utf-8-sig,64,ui;sql;visualization,14,9,5,0,0,0
gsd/get-shit-done-main/commands/gsd/review.md,.md,1276,utf-8-sig,42,ui,15,3,12,0,0,0
gsd/get-shit-done-main/commands/gsd/secure-phase.md,.md,810,utf-8-sig,37,ui;verification;security,9,9,0,0,0,0
gsd/get-shit-done-main/commands/gsd/settings.md,.md,701,utf-8-sig,30,ui,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/ship.md,.md,720,utf-8-sig,25,verification,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/sketch.md,.md,2347,utf-8-sig,61,ui;sql,10,6,0,0,4,0
gsd/get-shit-done-main/commands/gsd/spec-phase.md,.md,2507,utf-8-sig,64,ui;verification;performance,20,9,8,0,0,3
gsd/get-shit-done-main/commands/gsd/spike.md,.md,2132,utf-8-sig,58,ui;verification,11,6,5,0,0,0
gsd/get-shit-done-main/commands/gsd/stats.md,.md,494,utf-8-sig,20,ui,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/surface.md,.md,4428,utf-8-sig,142,ui;sql,35,6,10,7,4,8
gsd/get-shit-done-main/commands/gsd/thread.md,.md,603,utf-8-sig,25,ui,13,3,5,0,0,5
gsd/get-shit-done-main/commands/gsd/ui-phase.md,.md,782,utf-8-sig,36,frontend;ui,6,6,0,0,0,0
gsd/get-shit-done-main/commands/gsd/ui-review.md,.md,723,utf-8-sig,34,ui,3,3,0,0,0,0
gsd/get-shit-done-main/commands/gsd/ultraplan-phase.md,.md,956,utf-8-sig,35,frontend;ui;sql;data_feed;performance,20,15,5,0,0,0
gsd/get-shit-done-main/commands/gsd/undo.md,.md,930,utf-8-sig,36,ui,10,3,0,4,0,3
gsd/get-shit-done-main/commands/gsd/update.md,.md,1669,utf-8-sig,49,data_feed,8,3,5,0,0,0
gsd/get-shit-done-main/commands/gsd/validate-phase.md,.md,848,utf-8-sig,37,ui;verification,6,6,0,0,0,0
gsd/get-shit-done-main/commands/gsd/verify-work.md,.md,1280,utf-8-sig,40,ui;verification,9,6,0,0,0,3
gsd/get-shit-done-main/commands/gsd/workspace.md,.md,1917,utf-8-sig,53,ui;sql,9,6,0,0,0,3
gsd/get-shit-done-main/commands/gsd/workstreams.md,.md,2253,utf-8-sig,71,frontend;ui;sql;data_feed,31,12,10,0,0,9
gsd/get-shit-done-main/CONTEXT.md,.md,65945,utf-8-sig,548,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;kafka;data_provider;verification;security;performance,100,40,20,15,15,10
gsd/get-shit-done-main/CONTRIBUTING.md,.md,44337,utf-8-sig,792,frontend;backend;ui;sql;renderer;data_feed;visualization;hosting_vercel_aws;verification;security;performance,94,34,20,15,15,10
gsd/get-shit-done-main/docs/adr/0001-dispatch-policy-module.md,.md,3146,utf-8-sig,42,ui;sql;visualization;verification;performance,48,15,8,15,0,10
gsd/get-shit-done-main/docs/adr/0002-command-contract-validation-module.md,.md,3160,utf-8-sig,39,ui;sql;verification;security;performance,35,15,12,0,0,8
gsd/get-shit-done-main/docs/adr/0003-model-catalog-module.md,.md,2792,utf-8-sig,53,backend;ui;sql;visualization;verification,26,15,0,4,0,7
gsd/get-shit-done-main/docs/adr/0004-worktree-workstream-seam-module.md,.md,1943,utf-8-sig,24,ui;sql;data_feed;verification,33,12,10,0,4,7
gsd/get-shit-done-main/docs/adr/0005-sdk-architecture-seam-map.md,.md,1494,utf-8-sig,22,sql;data_feed;visualization,17,9,0,0,0,8
gsd/get-shit-done-main/docs/adr/0006-planning-path-projection-module.md,.md,1405,utf-8-sig,21,sql;data_feed;verification,26,9,5,0,4,8
gsd/get-shit-done-main/docs/adr/0007-sdk-package-seam-module.md,.md,1081,utf-8-sig,9,verification,15,3,5,0,0,7
gsd/get-shit-done-main/docs/adr/0008-installer-migration-module.md,.md,3788,utf-8-sig,60,ui;sql;data_feed;data_provider;verification;security;performance,54,22,0,7,15,10
gsd/get-shit-done-main/docs/adr/0009-shell-command-projection-module.md,.md,7770,utf-8-sig,132,frontend;backend;ui;sql;renderer;data_feed;verification,53,22,10,0,11,10
gsd/get-shit-done-main/docs/adr/0010-file-operation-engine-module.md,.md,6422,utf-8-sig,108,frontend;ui;sql;data_feed;verification,68,15,15,13,15,10
gsd/get-shit-done-main/docs/adr/0010-skill-surface-budget-module.md,.md,12449,utf-8-sig,149,frontend;backend;ui;sql;data_feed;visualization;verification;security,82,25,20,12,15,10
gsd/get-shit-done-main/docs/adr/0011-review-default-reviewers-prd.md,.md,16933,utf-8-sig,247,frontend;backend;ui;sql;hosting_vercel_aws;verification;performance,82,22,20,15,15,10
gsd/get-shit-done-main/docs/adr/0011-review-default-reviewers.md,.md,11343,utf-8-sig,148,frontend;backend;ui;sql;hosting_vercel_aws;verification;performance,82,22,20,15,15,10
gsd/get-shit-done-main/docs/adr/0011-skill-surface-budget-module.md,.md,7377,utf-8-sig,81,frontend;backend;ui;data_feed;visualization;verification;performance,52,22,13,0,7,10
gsd/get-shit-done-main/docs/adr/3524-cjs-sdk-hard-seam.md,.md,15053,utf-8-sig,104,frontend;backend;ui;sql;renderer;data_feed;visualization;verification;security;performance,76,31,12,8,15,10
gsd/get-shit-done-main/docs/adr/3660-runtime-artifact-layout-module.md,.md,12728,utf-8-sig,149,ui;sql;data_feed;visualization;kafka;verification,68,18,18,8,14,10
